signal,top_n,trend_filter,vol_screen,regime,weight,dates,sel,ctrl,edge,win,worst,p
blend,50,above200,,spy_up,equal,93,4.106298817278884,3.64115909852316,0.46513971875572413,65.59139784946237,-6.393429649978982,
blend,50,,,spy_up,equal,93,4.106298817278884,3.64115909852316,0.46513971875572413,65.59139784946237,-6.393429649978982,
mom126_s21,30,above200,,,invvol,105,4.642724528405711,4.197725115970058,0.4449994124356518,55.23809523809524,-12.634036433456064,
mom189,50,above50,,spy_up,equal,93,4.074386420443039,3.64115909852316,0.43322732191987895,64.51612903225806,-11.366050916415007,
mom126_s21,20,above50,,,invvol,104,4.699325964469106,4.269502127686027,0.42982383678307895,54.807692307692314,-13.704549442259545,
mom252_s21,30,,,spy_up,equal,93,4.029473957082102,3.6045080590398437,0.4249658980422592,55.91397849462365,-9.58648475888166,
mom126_s21,50,,,spy_up,invvol,93,4.062941441243329,3.64115909852316,0.4217823427201691,58.06451612903226,-10.779275444508524,
mom252,30,above200,,,equal,105,4.619168301573586,4.197725115970058,0.421443185603527,55.23809523809524,-10.94377893797583,
mom126_s21,30,above50,,,invvol,103,4.486252488526617,4.065137123289002,0.42111536523761456,58.252427184466015,-11.47033298549835,
mom189,20,above50,,,invvol,104,4.687334634377017,4.269502127686027,0.4178325066909908,58.65384615384615,-13.422508803230013,
mom63,30,above50,,,invvol,103,4.478405081381029,4.065137123289002,0.4132679580920273,59.22330097087378,-7.730915836785279,
mom252,20,above50,,,equal,104,4.670795301382385,4.269502127686027,0.4012931736963594,55.769230769230774,-12.7669553787405,
mom126_s21,50,above50,,spy_up,equal,93,4.042070568484232,3.64115909852316,0.4009114699610714,61.29032258064516,-9.843476956430782,
mom126,50,,,spy_up,invvol,93,4.0373418659887275,3.64115909852316,0.3961827674655669,60.215053763440864,-13.44749009537775,
mom126_s21,50,above200,,spy_up,invvol,93,4.034600531826371,3.64115909852316,0.3934414333032108,58.06451612903226,-11.415580882716931,
mom63,50,,,spy_up,invvol,93,4.033584624926123,3.64115909852316,0.39242552640296297,56.98924731182796,-5.950621207387878,
blend,50,above200,,,equal,104,4.438519245396003,4.052861726758901,0.3856575186371028,63.46153846153846,-6.393429649978982,
mom63,50,above200,,spy_up,invvol,93,4.025845068298752,3.64115909852316,0.38468596977559133,58.06451612903226,-6.187844119502441,
mom252_s21,30,above200,,spy_up,equal,93,3.989163731122083,3.6045080590398437,0.3846556720822394,53.76344086021505,-9.58648475888166,
mom126,50,above200,,spy_up,invvol,93,4.006037184157511,3.64115909852316,0.3648780856343504,59.13978494623656,-13.44749009537775,
blend,50,,,,equal,105,4.595256920449879,4.234273954656367,0.3609829657935108,62.857142857142854,-6.393429649978982,
mom126,50,,,,invvol,105,4.573375126829091,4.234273954656367,0.33910117217272306,59.04761904761905,-13.44749009537775,
mom189,50,,,spy_up,invvol,93,3.9707506528464673,3.64115909852316,0.3295915543233065,60.215053763440864,-13.562633344195682,
blend,30,above200,,spy_up,invvol,93,3.927553091080871,3.6045080590398437,0.323045032041027,58.06451612903226,-9.053111026885304,
blend,30,,,spy_up,invvol,93,3.927553091080871,3.6045080590398437,0.323045032041027,58.06451612903226,-9.053111026885304,
mom126,50,above200,,,invvol,104,4.374254607543682,4.052861726758901,0.32139288078478073,58.65384615384615,-13.44749009537775,
mom189,50,above200,,spy_up,invvol,93,3.959125270896189,3.64115909852316,0.3179661723730289,60.215053763440864,-13.562633344195682,
mom126_s21,50,above50,,,equal,103,4.414469561090133,4.097798591582213,0.31667096950792084,60.19417475728155,-9.843476956430782,
mom189,30,above50,,spy_up,invvol,93,3.918851599580475,3.6045080590398437,0.31434354054063113,64.51612903225806,-12.490432094471482,
mom189,50,above50,,,equal,103,4.4114790953231635,4.097798591582213,0.31368050374095113,62.13592233009708,-11.366050916415007,
blend,20,above50,,,invvol,104,4.578105851119995,4.269502127686027,0.3086037234339679,58.65384615384615,-9.20331442218473,
mom63,50,above200,,,invvol,104,4.359794100127574,4.052861726758901,0.3069323733686726,55.769230769230774,-6.187844119502441,
mom63,50,,,,invvol,105,4.540940507394856,4.234273954656367,0.3066665527384892,56.19047619047619,-6.278365182084681,
mom126_s21,50,,,,invvol,105,4.538483925974828,4.234273954656367,0.3042099713184597,57.14285714285714,-10.779275444508524,
mom252_s21,20,,,,invvol,105,4.52558419132622,4.224185323906812,0.30139886741940736,57.14285714285714,-12.729332881635653,
mom252_s21,20,,,spy_up,invvol,93,3.9163722168656365,3.625500421375437,0.29087179549019865,56.98924731182796,-12.729332881635653,
mom189,50,,,,invvol,105,4.51985568259194,4.234273954656367,0.28558172793557224,59.04761904761905,-13.562633344195682,
mom189,50,above200,,,invvol,104,4.323212691327608,4.052861726758901,0.27035096456870783,59.61538461538461,-13.562633344195682,
mom189,30,above50,,,invvol,103,4.317846066865657,4.065137123289002,0.2527089435766546,64.07766990291263,-12.490432094471482,
mom252,50,,,,equal,105,4.486054729189543,4.234273954656367,0.25178077453317477,54.285714285714285,-9.197965677061195,
mom252_s21,30,above200,,,equal,105,4.4479898781186575,4.197725115970058,0.25026476214859905,51.42857142857142,-9.58648475888166,
mom126_s21,50,above200,,,invvol,104,4.289841581249017,4.052861726758901,0.23697985449011552,56.730769230769226,-11.415580882716931,
mom252,50,above200,,spy_up,equal,93,3.874110243344093,3.64115909852316,0.23295114482093296,55.91397849462365,-8.308961178456155,
blend,30,,,,invvol,105,4.416434621629393,4.197725115970058,0.21870950565933403,57.14285714285714,-9.053111026885304,
blend,30,above200,,,invvol,105,4.415540852566962,4.197725115970058,0.21781573659690284,57.14285714285714,-9.053111026885304,
blend,50,above50,,spy_up,equal,93,3.8515961206662412,3.64115909852316,0.2104370221430807,63.44086021505376,-8.575947594106069,
mom252_s21,50,,,,equal,105,4.444085713062835,4.234273954656367,0.20981175840646743,58.0952380952381,-8.036793500248002,
mom252,50,,,spy_up,equal,93,3.8414056262687084,3.64115909852316,0.20024652774554808,55.91397849462365,-9.197965677061195,
mom252_s21,50,,,spy_up,equal,93,3.837257833467446,3.64115909852316,0.19609873494428579,59.13978494623656,-8.036793500248002,
mom252_s21,20,above200,,spy_up,invvol,93,3.8129843320004615,3.625500421375437,0.18748391062502465,52.68817204301075,-12.729332881635653,
blend,30,above50,,spy_up,invvol,93,3.7914967535433193,3.6045080590398437,0.18698869450347586,59.13978494623656,-9.053111026885304,
mom252,50,above200,,,equal,104,4.238205491656969,4.052861726758901,0.18534376489806892,53.84615384615385,-8.308961178456155,
mom252_s21,20,above50,,spy_up,equal,93,3.7969991535398435,3.625500421375437,0.17149873216440686,56.98924731182796,-11.303601517294187,
mom126,50,above50,,spy_up,invvol,93,3.796589148118195,3.64115909852316,0.15543004959503479,56.98924731182796,-11.735614142030986,
mom63,50,above50,,spy_up,invvol,93,3.7831880978527375,3.64115909852316,0.14202899932957772,54.83870967741935,-6.946587619131122,
blend,50,above50,,,equal,103,4.221518385533504,4.097798591582213,0.12371979395129228,61.165048543689316,-8.575947594106069,
mom252_s21,50,above200,,spy_up,equal,93,3.741106322419827,3.64115909852316,0.09994722389666713,59.13978494623656,-8.365507236677205,
mom126,50,above50,,,invvol,103,4.193180361319512,4.097798591582213,0.095381769737299,56.310679611650485,-11.735614142030986,
mom63,50,above50,,,invvol,103,4.178838131630655,4.097798591582213,0.08103954004844105,54.36893203883495,-6.946587619131122,
mom252_s21,20,above50,,,equal,104,4.335130304876181,4.269502127686027,0.06562817719015406,54.807692307692314,-11.303601517294187,
mom252_s21,20,above200,,,invvol,105,4.285958141260271,4.224185323906812,0.061772817353459034,49.523809523809526,-12.729332881635653,
blend,30,above50,,,invvol,103,4.104898785999466,4.065137123289002,0.03976166271046334,57.28155339805825,-9.053111026885304,
mom252_s21,50,above200,,,equal,104,4.080102878072058,4.052861726758901,0.027241151313157377,56.730769230769226,-8.365507236677205,
mom189,50,above50,,spy_up,invvol,93,3.66391937960756,3.64115909852316,0.02276028108439929,62.365591397849464,-12.517951376949652,
mom126_s21,50,above50,,spy_up,invvol,93,3.6303649549327135,3.64115909852316,-0.010794143590446618,54.83870967741935,-9.900744393093566,
mom252,20,,,spy_up,invvol,93,3.6138085453383906,3.625500421375437,-0.011691876037046975,56.98924731182796,-14.046409296348452,
mom252,30,above50,,spy_up,equal,93,3.582171149893714,3.6045080590398437,-0.02233690914612974,55.91397849462365,-11.319718361540223,
mom252,20,above200,,spy_up,invvol,93,3.58312495328656,3.625500421375437,-0.0423754680888766,58.06451612903226,-14.046409296348452,
mom252,20,,,,invvol,105,4.175554152975795,4.224185323906812,-0.048631170931018,54.285714285714285,-14.046409296348452,
blend,50,,,spy_up,invvol,93,3.5912095057992643,3.64115909852316,-0.0499495927238953,59.13978494623656,-8.387769898922324,
blend,50,above200,,spy_up,invvol,93,3.5912095057992643,3.64115909852316,-0.0499495927238953,59.13978494623656,-8.387769898922324,
mom189,50,above50,,,invvol,103,4.044061869624801,4.097798591582213,-0.05373672195741226,62.13592233009708,-12.517951376949652,
mom252_s21,30,above50,,spy_up,equal,93,3.543225238165816,3.6045080590398437,-0.06128282087402852,59.13978494623656,-11.08880838051406,
mom252_s21,30,,,,invvol,105,4.134660882497161,4.197725115970058,-0.0630642334728968,55.23809523809524,-10.624081692686,
mom126_s21,50,above50,,,invvol,103,4.029149852006135,4.097798591582213,-0.06864873957607671,54.36893203883495,-9.900744393093566,
mom252_s21,30,,,spy_up,invvol,93,3.5086863473398755,3.6045080590398437,-0.09582171169996878,56.98924731182796,-10.624081692686,
blend,50,above200,,,invvol,104,3.9544174011936404,4.052861726758901,-0.09844432556526067,57.692307692307686,-8.387769898922324,
mom252_s21,30,above50,,,equal,103,3.963534687403944,4.065137123289002,-0.10160243588505742,57.28155339805825,-11.08880838051406,
mom252,30,above50,,,equal,103,3.9598432350724524,4.065137123289002,-0.10529388821655021,54.36893203883495,-11.319718361540223,
blend,50,,,,invvol,105,4.099176397647963,4.234273954656367,-0.13509755700840437,57.14285714285714,-8.387769898922324,
mom252,20,above200,,,invvol,105,4.083517475588259,4.224185323906812,-0.14066784831855197,56.19047619047619,-14.046409296348452,
mom252_s21,30,above200,,spy_up,invvol,93,3.4557969404509703,3.6045080590398437,-0.1487111185888738,54.83870967741935,-9.854791040333538,
mom252,30,,,,invvol,105,4.042072944290036,4.197725115970058,-0.15565217168002343,52.38095238095239,-10.757069528693282,
mom252,30,above200,,spy_up,invvol,93,3.4447438781451005,3.6045080590398437,-0.15976418089474356,52.68817204301075,-10.757069528693282,
mom252,30,,,spy_up,invvol,93,3.437955951601052,3.6045080590398437,-0.16655210743879198,52.68817204301075,-10.757069528693282,
mom252,20,above50,,spy_up,invvol,93,3.4583653801666303,3.625500421375437,-0.16713504120880643,54.83870967741935,-12.733255373985585,
mom252,30,above200,,,invvol,105,3.9937814305402117,4.197725115970058,-0.20394368542984753,50.476190476190474,-10.757069528693282,
mom252,50,above200,,spy_up,invvol,93,3.436980810483773,3.64115909852316,-0.204178288039387,56.98924731182796,-8.949742586737894,
mom252,50,,,,invvol,105,4.0291021646580925,4.234273954656367,-0.20517178999827512,55.23809523809524,-8.725026921801003,
mom252_s21,50,,,,invvol,105,4.012577966986232,4.234273954656367,-0.22169598767013624,55.23809523809524,-8.867273904835146,
mom252,50,above50,,spy_up,equal,93,3.4153353840855725,3.64115909852316,-0.22582371443758786,53.76344086021505,-11.17584977057042,
mom252_s21,50,,,spy_up,invvol,93,3.414633458693984,3.64115909852316,-0.22652563982917673,56.98924731182796,-8.867273904835146,
mom252_s21,50,above50,,spy_up,equal,93,3.414356898349273,3.64115909852316,-0.22680220017388797,58.06451612903226,-9.444810543318512,
mom252,50,above200,,,invvol,104,3.8147563510451334,4.052861726758901,-0.2381053757137666,55.769230769230774,-8.949742586737894,
mom252,50,,,spy_up,invvol,93,3.399607044246062,3.64115909852316,-0.24155205427709892,56.98924731182796,-8.725026921801003,
mom252,50,above50,,,equal,103,3.841830113890807,4.097798591582213,-0.2559684776914062,53.398058252427184,-11.17584977057042,
mom252,20,above50,,,invvol,104,4.005802829402019,4.269502127686027,-0.2636992982840073,52.88461538461539,-12.733255373985585,
mom189,10,above200,low_half,spy_up,equal,93,3.3693137447075907,3.634754009647757,-0.26544026494016515,52.68817204301075,-18.141284183355438,
mom189,10,,low_half,spy_up,equal,93,3.3693137447075907,3.634754009647757,-0.26544026494016515,52.68817204301075,-18.141284183355438,
blend,50,above50,,spy_up,invvol,93,3.371078963652331,3.64115909852316,-0.2700801348708288,58.06451612903226,-9.279423726098859,
mom252_s21,50,above50,,,equal,103,3.8152565682267436,4.097798591582213,-0.2825420233554705,57.28155339805825,-9.444810543318512,
mom252_s21,30,above200,,,invvol,105,3.907605990044117,4.197725115970058,-0.29011912592594186,51.42857142857142,-9.854791040333538,
mom189,10,,low_half,spy_up,invvol,93,3.3329765286458515,3.634754009647757,-0.30177748100190566,54.83870967741935,-18.86188564010544,
mom189,10,above200,low_half,spy_up,invvol,93,3.3329765286458515,3.634754009647757,-0.30177748100190566,54.83870967741935,-18.86188564010544,
mom252_s21,50,above200,,spy_up,invvol,93,3.334189467130101,3.64115909852316,-0.3069696313930597,53.76344086021505,-9.193403507984936,
blend,50,above50,,,invvol,103,3.768234530647457,4.097798591582213,-0.32956406093475565,56.310679611650485,-9.279423726098859,
mom189,10,above200,low_half,,equal,105,3.898188317258375,4.236315033867098,-0.33812671660872273,52.38095238095239,-18.141284183355438,
mom189,10,,low_half,,equal,105,3.898188317258375,4.236315033867098,-0.33812671660872273,52.38095238095239,-18.141284183355438,
mom252_s21,50,above200,,,invvol,104,3.686535796818239,4.052861726758901,-0.366325929940662,52.88461538461539,-9.193403507984936,
mom189,10,,low_half,,invvol,105,3.8552433275181626,4.236315033867098,-0.3810717063489343,53.333333333333336,-18.86188564010544,
mom189,10,above200,low_half,,invvol,105,3.8552433275181626,4.236315033867098,-0.3810717063489343,53.333333333333336,-18.86188564010544,
mom252_s21,20,above50,,spy_up,invvol,93,3.2092968795774257,3.625500421375437,-0.4162035417980122,52.68817204301075,-10.992916696140512,
mom126_s21,10,above50,low_half,spy_up,invvol,93,3.16561100982835,3.634754009647757,-0.4691429998194069,51.61290322580645,-12.952782986250888,
mom126_s21,10,above50,low_half,spy_up,equal,93,3.1311896433662447,3.634754009647757,-0.5035643662815124,49.46236559139785,-13.531258048159156,
mom189,10,,low_third,,equal,105,3.715017878015831,4.236315033867098,-0.5212971558512661,48.57142857142857,-17.468254229907913,
mom252_s21,30,above50,,spy_up,invvol,93,3.0828521690301427,3.6045080590398437,-0.5216558900097017,56.98924731182796,-10.511672709532807,
mom189,10,,low_third,spy_up,equal,93,3.111164287652119,3.634754009647757,-0.5235897219956375,49.46236559139785,-17.468254229907913,
mom189,10,above200,low_third,spy_up,equal,93,3.111164287652119,3.634754009647757,-0.5235897219956375,49.46236559139785,-17.468254229907913,
mom252_s21,20,above50,,,invvol,104,3.74302993186348,4.269502127686027,-0.5264721958225466,50.96153846153846,-10.992916696140512,
mom126_s21,10,above50,low_half,,invvol,104,3.731410101162849,4.277744678887503,-0.5463345777246531,50.0,-12.952782986250888,
mom189,10,above200,low_third,,equal,105,3.6896098114862728,4.236315033867098,-0.5467052223808244,47.61904761904761,-17.468254229907913,
mom252_s21,30,above50,,,invvol,103,3.5124089146062216,4.065137123289002,-0.5527282086827815,55.33980582524271,-10.511672709532807,
mom126_s21,10,above50,low_half,,equal,104,3.7144852568604634,4.277744678887503,-0.5632594220270389,49.03846153846153,-13.531258048159156,
mom252,30,above50,,spy_up,invvol,93,3.0392479535679895,3.6045080590398437,-0.5652601054718549,53.76344086021505,-11.328413083546273,
mom189,20,above200,low_half,spy_up,equal,93,3.0468837513889615,3.625500421375437,-0.5786166699864757,56.98924731182796,-15.017065665624225,
mom189,20,,low_half,spy_up,equal,93,3.0468837513889615,3.625500421375437,-0.5786166699864757,56.98924731182796,-15.017065665624225,
mom189,30,above200,low_half,spy_up,equal,93,3.0258447004339626,3.6045080590398437,-0.5786633586058811,56.98924731182796,-15.133939113578288,
mom189,10,,low_third,spy_up,invvol,93,3.0525940530950257,3.634754009647757,-0.5821599565527315,49.46236559139785,-17.812974591947,
mom189,10,above200,low_third,spy_up,invvol,93,3.0525940530950257,3.634754009647757,-0.5821599565527315,49.46236559139785,-17.812974591947,
mom189,30,,low_half,spy_up,equal,93,3.0201779042895853,3.6045080590398437,-0.5843301547502585,56.98924731182796,-15.133939113578288,
mom189,30,above200,low_half,,equal,104,3.4328345149198776,4.017214125839923,-0.5843796109200468,55.769230769230774,-15.133939113578288,
mom189,20,,low_half,spy_up,invvol,93,3.0398231173214807,3.625500421375437,-0.5856773040539568,54.83870967741935,-15.173313877225306,
mom189,20,above200,low_half,spy_up,invvol,93,3.0398231173214807,3.625500421375437,-0.5856773040539568,54.83870967741935,-15.173313877225306,
mom189,30,above200,low_half,spy_up,invvol,93,3.0180138902356544,3.6045080590398437,-0.5864941688041896,53.76344086021505,-15.52059960209529,
mom189,20,above200,low_third,,equal,104,3.4486435604426253,4.03825793150059,-0.5896143710579648,48.07692307692308,-16.137298757830596,
mom189,10,,low_third,,invvol,105,3.6456617082666183,4.236315033867098,-0.590653325600479,48.57142857142857,-17.812974591947,
mom189,30,,low_half,spy_up,invvol,93,3.0123199630737245,3.6045080590398437,-0.5921880959661197,53.76344086021505,-15.52059960209529,
mom189,30,above200,low_half,,invvol,104,3.4239652194716133,4.017214125839923,-0.5932489063683108,52.88461538461539,-15.52059960209529,
mom252_s21,50,above50,,spy_up,invvol,93,3.040802615314655,3.64115909852316,-0.6003564832085051,55.91397849462365,-9.395090931812316,
mom189,10,above200,low_third,,invvol,105,3.6217121754205723,4.236315033867098,-0.614602858446525,47.61904761904761,-17.812974591947,
mom252,50,above50,,spy_up,invvol,93,3.0210859744992864,3.64115909852316,-0.6200731240238739,52.68817204301075,-10.837497569282121,
mom252,30,above50,,,invvol,103,3.440836768428581,4.065137123289002,-0.6243003548604212,52.42718446601942,-11.328413083546273,
mom189,20,above200,low_third,spy_up,equal,93,2.995929550756409,3.625500421375437,-0.629570870619028,48.38709677419355,-16.137298757830596,
mom252,50,above50,,,invvol,103,3.4679586901130164,4.097798591582213,-0.6298399014691962,51.45631067961165,-10.837497569282121,
mom252_s21,50,above50,,,invvol,103,3.464252405913898,4.097798591582213,-0.633546185668315,54.36893203883495,-9.395090931812316,
mom189,30,,low_half,,equal,105,3.5633934574032735,4.197725115970058,-0.6343316585667849,55.23809523809524,-15.133939113578288,
mom189,20,above200,low_third,,invvol,104,3.4031644451188474,4.03825793150059,-0.6350934863817425,47.11538461538461,-16.524220137695327,
mom126_s21,20,above200,low_half,spy_up,invvol,93,2.986387969815211,3.625500421375437,-0.639112451560226,47.31182795698925,-12.2463720577342,
mom189,20,,low_third,,equal,105,3.5849154533751775,4.224185323906812,-0.6392698705316349,48.57142857142857,-16.137298757830596,
mom189,20,,low_third,spy_up,equal,93,2.9861182295286044,3.625500421375437,-0.6393821918468332,48.38709677419355,-16.137298757830596,
mom189,30,,low_half,,invvol,105,3.555176670712606,4.197725115970058,-0.6425484452574525,52.38095238095239,-15.52059960209529,
mom189,10,above50,low_third,spy_up,equal,93,2.992195758568015,3.634754009647757,-0.6425582510797417,49.46236559139785,-13.947936910424014,
mom189,10,above50,low_third,,equal,104,3.634223439122316,4.277744678887503,-0.6435212397651862,48.07692307692308,-13.947936910424014,
mom126_s21,20,,low_half,spy_up,invvol,93,2.9810088636076366,3.625500421375437,-0.6444915577677996,47.31182795698925,-12.2463720577342,
mom189,20,,low_half,,equal,105,3.570346052602845,4.224185323906812,-0.6538392713039668,55.23809523809524,-15.017065665624225,
mom126_s21,20,above200,low_half,spy_up,equal,93,2.9609650547162407,3.625500421375437,-0.664535366659196,47.31182795698925,-12.146101509632645,
mom189,20,above200,low_third,spy_up,invvol,93,2.9604094068602294,3.625500421375437,-0.665091014515208,48.38709677419355,-16.524220137695327,
mom189,20,,low_half,,invvol,105,3.5573813942506938,4.224185323906812,-0.6668039296561187,53.333333333333336,-15.173313877225306,
mom126_s21,20,,low_half,spy_up,equal,93,2.953977293089169,3.625500421375437,-0.671523128286268,47.31182795698925,-12.146101509632645,
mom189,20,,low_third,spy_up,invvol,93,2.9513027329195003,3.625500421375437,-0.6741976884559375,48.38709677419355,-16.524220137695327,
mom189,20,above200,low_half,,equal,105,3.544477267413695,4.224185323906812,-0.6797080564931172,55.23809523809524,-15.017065665624225,
mom189,20,,low_third,,invvol,105,3.5412170968881154,4.224185323906812,-0.682968227018696,47.61904761904761,-16.524220137695327,
mom189,50,above200,low_half,,equal,104,3.3683219182967608,4.052861726758901,-0.6845398084621396,50.96153846153846,-13.583199804532756,
mom126,10,above50,low_half,spy_up,invvol,93,2.949809184585648,3.634754009647757,-0.6849448250621093,51.61290322580645,-12.51641128656799,
mom126,10,above50,low_half,spy_up,equal,93,2.9485439366615736,3.634754009647757,-0.6862100729861833,53.76344086021505,-13.201034013950135,
mom252_s21,10,,low_third,spy_up,equal,93,2.9477358102996067,3.634754009647757,-0.6870181993481492,53.76344086021505,-17.691397012615678,
mom189,10,above50,low_third,spy_up,invvol,93,2.94726274031717,3.634754009647757,-0.6874912693305875,49.46236559139785,-14.274189665587429,
mom189,20,above200,low_half,,invvol,105,3.5326723074700075,4.224185323906812,-0.6915130164368049,52.38095238095239,-15.173313877225306,
mom189,50,above200,low_half,spy_up,equal,93,2.9493864860719086,3.64115909852316,-0.6917726124512522,50.53763440860215,-13.583199804532756,
mom189,50,,low_half,spy_up,equal,93,2.947369365385819,3.64115909852316,-0.6937897331373422,50.53763440860215,-13.583199804532756,
mom189,30,above50,low_half,spy_up,equal,92,2.8343496674997195,3.5301172350739876,-0.6957675675742672,51.08695652173913,-13.860375092807908,
mom126_s21,10,,low_third,spy_up,invvol,93,2.937419868206617,3.634754009647757,-0.6973341414411398,49.46236559139785,-12.551816106633817,
mom126_s21,30,,low_half,spy_up,equal,93,2.904729050331327,3.6045080590398437,-0.6997790087085172,44.086021505376344,-11.532803857468835,
mom189,10,above50,low_third,,invvol,104,3.577425931178306,4.277744678887503,-0.7003187477091958,48.07692307692308,-14.274189665587429,
mom189,30,above200,low_third,,equal,104,3.3159225754501955,4.017214125839923,-0.7012915503897288,50.0,-15.4912369036386,
mom126_s21,10,above200,low_third,spy_up,invvol,93,2.9306031787648545,3.634754009647757,-0.704150830882902,49.46236559139785,-12.551816106633817,
mom126_s21,10,,low_third,spy_up,equal,93,2.928445336836591,3.634754009647757,-0.7063086728111656,49.46236559139785,-12.239038758858204,
mom189,50,above200,low_half,,invvol,104,3.345049863126966,4.052861726758901,-0.7078118636319347,48.07692307692308,-13.842040522939817,
mom126_s21,30,above200,low_half,spy_up,equal,93,2.894480328763176,3.6045080590398437,-0.7100277302766675,45.16129032258064,-11.532803857468835,
mom126_s21,30,,low_half,spy_up,invvol,93,2.89332088927581,3.6045080590398437,-0.7111871697640328,46.236559139784944,-11.69290810251507,
mom126_s21,10,above200,low_third,spy_up,equal,93,2.920693466000929,3.634754009647757,-0.714060543646828,49.46236559139785,-12.239038758858204,
mom252_s21,10,,low_third,spy_up,invvol,93,2.920329975568179,3.634754009647757,-0.7144240340795778,54.83870967741935,-17.626002610273826,
mom189,50,,low_half,,equal,105,3.519159297297162,4.234273954656367,-0.715114657359206,50.476190476190474,-13.583199804532756,
mom189,30,above50,low_half,,equal,101,3.2759290536609607,3.9938470053076554,-0.7179179516466947,51.48514851485149,-13.860375092807908,
mom126_s21,20,,low_half,,invvol,105,3.50372729625505,4.224185323906812,-0.7204580276517624,46.666666666666664,-12.2463720577342,
mom126_s21,30,above200,low_half,spy_up,invvol,93,2.8835097811956834,3.6045080590398437,-0.7209982778441599,46.236559139784944,-11.69290810251507,
mom126_s21,20,above200,low_half,,invvol,105,3.5022173935726033,4.224185323906812,-0.721967930334209,46.666666666666664,-12.2463720577342,
mom189,50,above200,low_half,spy_up,invvol,93,2.9184381441312186,3.64115909852316,-0.7227209543919412,47.31182795698925,-13.842040522939817,
mom189,50,,low_half,spy_up,invvol,93,2.916475804830826,3.64115909852316,-0.7246832936923335,47.31182795698925,-13.842040522939817,
mom189,30,,low_third,spy_up,equal,93,2.879418475784643,3.6045080590398437,-0.7250895832551998,49.46236559139785,-15.323593114255834,
mom252_s21,10,above200,low_third,spy_up,equal,93,2.9081685152817514,3.634754009647757,-0.7265854943660042,53.76344086021505,-17.691397012615678,
mom189,30,above200,low_third,spy_up,equal,93,2.8776158543934307,3.6045080590398437,-0.7268922046464124,49.46236559139785,-15.4912369036386,
mom189,30,above50,low_half,spy_up,invvol,92,2.8004910210119407,3.5301172350739876,-0.7296262140620459,50.0,-14.114485684737366,
mom126,10,above50,low_half,,equal,104,3.5474983001320854,4.277744678887503,-0.7302463787554168,51.92307692307693,-13.201034013950135,
mom126,10,above50,low_half,,invvol,104,3.544447532067721,4.277744678887503,-0.7332971468197812,50.0,-12.51641128656799,
mom189,20,above50,low_half,,equal,102,3.2844218496502036,4.018872193498009,-0.7344503438478039,50.0,-15.535172814442324,
mom126_s21,10,above200,low_half,,equal,105,3.500192279470419,4.236315033867098,-0.7361227543966784,47.61904761904761,-13.614559314388714,
mom126_s21,20,,low_half,,equal,105,3.486542354266553,4.224185323906812,-0.737642969640259,46.666666666666664,-12.146101509632645,
mom189,20,above50,low_half,spy_up,equal,92,2.8124301167132693,3.5503143019512997,-0.7378841852380301,50.0,-15.535172814442324,
mom126_s21,20,above200,low_half,,equal,105,3.4849218970747677,4.224185323906812,-0.7392634268320452,46.666666666666664,-12.146101509632645,
mom189,50,,low_half,,invvol,105,3.4938108137277677,4.234273954656367,-0.7404631409285997,47.61904761904761,-13.842040522939817,
mom126_s21,30,,low_half,,equal,105,3.456789115463067,4.197725115970058,-0.7409360005069917,43.80952380952381,-11.532803857468835,
mom189,30,above200,low_third,,invvol,104,3.275437117454199,4.017214125839923,-0.741777008385725,49.03846153846153,-15.901361200091374,
mom189,30,above50,low_half,,invvol,101,3.2518759103504458,3.9938470053076554,-0.7419710949572101,50.495049504950494,-14.114485684737366,
mom126_s21,10,above200,low_half,spy_up,equal,93,2.891388378535592,3.634754009647757,-0.7433656311121649,48.38709677419355,-13.614559314388714,
mom126_s21,10,above200,low_half,spy_up,invvol,93,2.8910651740122915,3.634754009647757,-0.7436888356354648,49.46236559139785,-13.78123388892711,
mom189,30,,low_third,,equal,105,3.4531538688951806,4.197725115970058,-0.7445712470748785,48.57142857142857,-15.323593114255834,
mom126_s21,30,above200,low_half,,equal,104,3.271382305715799,4.017214125839923,-0.7458318201241242,45.19230769230769,-11.532803857468835,
mom189,20,above50,low_half,,invvol,102,3.2692610160767495,4.018872193498009,-0.7496111774212589,50.98039215686274,-15.930851500497415,
mom189,20,above50,low_half,spy_up,invvol,92,2.7948068365814844,3.5503143019512997,-0.7555074653698158,51.08695652173913,-15.930851500497415,
mom126_s21,30,,low_half,,invvol,105,3.441519549066753,4.197725115970058,-0.7562055669033059,45.714285714285715,-11.69290810251507,
mom252_s21,10,above200,low_third,spy_up,invvol,93,2.8769349624756146,3.634754009647757,-0.7578190471721419,54.83870967741935,-17.626002610273826,
mom189,30,,low_third,spy_up,invvol,93,2.845288125090647,3.6045080590398437,-0.7592199339491963,48.38709677419355,-15.696361813409549,
mom126_s21,30,above200,low_half,,invvol,104,3.2575488154436427,4.017214125839923,-0.7596653103962814,46.15384615384615,-11.69290810251507,
mom189,30,above200,low_third,spy_up,invvol,93,2.8430838306101975,3.6045080590398437,-0.7614242284296462,48.38709677419355,-15.901361200091374,
mom126_s21,10,above200,low_half,,invvol,105,3.4727316267958894,4.236315033867098,-0.7635834070712078,48.57142857142857,-13.78123388892711,
